BIBLE	NOTE	PACK	SHORT	NAME	NAMEENGLISH	LANGUAGE	LANGUAGEENGLISH	COUNTRY	RTL	LANGUAGESTYLE	LANGUAGECSS	LANGUAGECODE	LANGUAGECODEISO	LANGUAGESPELL	NOPRO	ABCOPYRIGHT	COPYRIGHT	EXTENSION	WARNING	TRANSLATOR	SOURCE	YEAR	DESCRIPTION	SOURCEDOMAIN	SOURCELINK	SOURCELINKEXTRA	DOWNLOAD	AMAZON	AMAZONNT	AMAZONJOHN	KDP	KDPNT	KDPJOHN	LULU	LULUNT	LULUHARD	LULUJOHN	LULUX	LULUNTX	LULUHARDX	LULUJOHNX	BUYOTHER
Holy-Bible---Italian---Conferenza-Episcopale-Italiana			CEI	Conferenza Episcopale Italiana	Italian Catholic Church Bible	Italiano	Italian	Italy, San Marino, Vatican City, Switzerland, Slovenia, Croatia				ita	it	it		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Italian Catholic Church	Italian Catholic Church	1971		Bible4u.net	https://bible4u.net/en/download#CEI			B092L3GLS9	B092L6KWDR	B0DT7BZ3WC	J1EFX43HRNR	W24F7B90WQ3	T0DBMSPJP4T	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-italian-catholic-church-bible/paperback/product-7d5vpp.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-italian-catholic-church-bible-new-testament/paperback/product-nr592v.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-italian-catholic-church-bible/hardcover/product-de76v8.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-italian-catholic-church-bible-gospel-primer/paperback/product-849yrdr.html	7d5vpp	nr592v	de76v8	849yrdr	NULL
Holy-Bible---Italian---Italian-Giovanni-Diodati-Bible			IGD	Diodati Italiano Bibbia	Diodati Italian Bible 1649	Italiano	Italian	Italy, San Marino, Vatican City, Switzerland, Slovenia, Croatia				ita	it	it		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Giovanni Diodati	Giovanni Diodati	1641, 1821		eBible.org	https://ebible.org/details.php?id=ita1885			172953158X	1729531601	NULL	RHKDNRA9CPJ	2S2QDY6RD68	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-diodati-italian-bible-1649/paperback/product-1968g69w.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-diodati-italian-bible-1649-new-testament/paperback/product-1wk7pkyg.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-diodati-italian-bible-1649/hardcover/product-1669m6v8.html	NULL	1968g69w	1wk7pkyg	1669m6v8	NULL	NULL
Holy-Bible---Italian---Italian-Riveduta-Bible			IRB	Riveduta Italiano Bibbia	Riveduta Italian Bible 1927	Italiano	Italian	Italy, San Marino, Vatican City, Switzerland, Slovenia, Croatia				ita	it	it		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Giovanni Luzzi	Giovanni Luzzi	1927		eBible.org	https://ebible.org/details.php?id=ita1927			172953161X	1729531628	NULL	WC9AQJYNKH9	P98ATQQXVA7	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-riveduta-italian-bible-1927/paperback/product-1kkdpk5p.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-riveduta-italian-bible-1927-new-testament/paperback/product-1768768y.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-riveduta-italian-bible-1927/hardcover/product-1dgdvgdq.html	NULL	1kkdpk5p	1768768y	1dgdvgdq	NULL	NULL
Holy-Bible---Janji---Janji-Bible			JAB	Janji Bible	Janji Bible	Ajanji	Janji	Nigeria (Plateau)				jni				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Door 43 International Mission Community	C. Ishaya, D. Danjuma, A. Danjuma, I. Kubgak, T. Danjuma	2020		eBible.org	https://ebible.org/details.php?id=jni			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-janji-bible/paperback/product-956mnee.html	NULL	NULL	NULL	956mnee	NULL	NULL	NULL	NULL
Holy-Bible---Japanese---Japanese-Bungo-yaku			JBY	大正改訳「新約聖書」	Japanese Bungo-yaku / Taisho-kaiyaku	日本語	Japanese	Japan		font-babelstonehan.css	font-babelstonehan	jpn	ja	SKIP		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Translator unknown / Contributor=Crosswire.org	Classical Japanese Bible published 1917, reprinted 1950	1917, 1950		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=JapBungo			B09PHG5K85	B0BSLKY5MT	NULL	GBNR1RQP06F	JYF43XZSNGN	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-japanese-bungo-yaku-1950/paperback/product-186y26j6.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-japanese-bungo-yaku-1950-new-testament/paperback/product-ppyy9g.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-japanese-bungo-yaku-1950-hardcover/hardcover/product-npgg68.html	NULL	186y26j6	ppyy9g	npgg68	NULL	NULL
Holy-Bible---Japanese---Japanese-Electronic-Network-Bible			JEN	日本の電子ネットワーク聖書	Japanese Electronic Network Bible	日本語	Japanese	Japan		font-babelstonehan.css	font-babelstonehan	jpn	ja	SKIP		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Translator unknown / Contributor=Crosswire.org	from the World English Bible and various Japanese translations	2002		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=JapDenmo			B09PVQ512D	NULL	NULL	2ZR6VHSXCBH	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-japanese-electronic-network-bible/paperback/product-1e4d94jm.html	NULL	NULL	NULL	1e4d94jm	NULL	NULL	NULL	NULL
Holy-Bible---Japanese---Japanese-Kougo-yaku		1	JKY	口語訳「聖書」	Japanese Kougo-yaku, Colloquial	日本語	Japanese	Japan		font-babelstonehan.css	font-babelstonehan	jpn	ja	SKIP		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Japan Bible Society	Colloquial Japanese Bible by the Japan Bible Society	1954-1955	Psalm 130-139, Proverb 30-31 from Meiji / Matthew 25-28, John 19, Roman 10 from Bungo	Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=JapKougo			B09PP34J5G	B09PM89T7M	B0DRLHKKG6	TV5M76WAR5X	E6QEF63G3E3	8P67QDVQERM	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-japanese-kougo-yaku-colloquial/paperback/product-186y26w4.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-japanese-kougo-yaku-colloquial-new-testament/paperback/product-1qkgpkwn.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-japanese-kougo-yaku-colloquial/hardcover/product-1vgmpgw4.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-japanese-kougo-yaku-colloquial-gospel-primer/paperback/product-7ke8qdn.html	186y26w4	1qkgpkwn	1vgmpgw4	7ke8qdn	NULL
Holy-Bible---Japanese---Japanese-Meiji-yaku		2	JMY	明治元訳「舊約聖書」	Japanese Meiji-yaku 1953	日本語	Japanese	Japan		font-babelstonehan.css	font-babelstonehan	jpn	ja	SKIP		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			James Hepburn / Samuel Brown / unknown Japanese translators	Translated 1887 by James Hepburn, Samuel Brown, and others, edited 1953	1887, 1953	Psalm 83-124 and Isaiah 20-66 from Kougo-yaku	Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=JapMeiji			B09PP46YDH	NULL	NULL	EGF6FRDRG79	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-japanese-meiji-yaku-1953/paperback/product-1wk7pkwy.html	NULL	NULL	NULL	1wk7pkwy	NULL	NULL	NULL	NULL
Holy-Bible---Japanese---Japanese-Raguet-yaku			JRY	ラゲ訳「我主イエズスキリストの新約聖書」	Japanese Raguet-yaku 1910	日本語	Japanese	Japan		font-babelstonehan.css	font-babelstonehan	jpn	ja	SKIP		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Emile Raguet	Emile Raguet of Belgium	1910		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=JapRaguet			B09PMLFK3C	NULL	NULL	C2D80R7NZ9D	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-japanese-raguet-yaku-1910/paperback/product-1pg5pgnn.html	NULL	NULL	NULL	1pg5pgnn	NULL	NULL	NULL	NULL
Holy-Bible---Japanese---New-Japanese-New-Testament		3	JNT	新改訳新約聖書	Japanese New Testament 1965	日本語	Japanese	Japan		font-babelstonehan.css	font-babelstonehan	jpn	ja	SKIP		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Shinkaiyaku Seisho Kankokai	Shinkaiyaku Seisho Kankokai	1963, 1965		eBible.org	https://ebible.org/details.php?id=jpn1965			B09PZ6NWTJ	NULL	NULL	MXVYB2AA6CQ	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-japanese-new-testament-1965/paperback/product-1mmzpmg9.html	NULL	NULL	NULL	1mmzpmg9	NULL	NULL	NULL	NULL
Holy-Bible---Jumjum---Jumjum-Bible			JUM	Meeŋka Jooŋ	Jumjum Bible	Jumjum	Jumjum	Sudan (Upper Nile, Blue Nile)				jum				Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			Pioneer Bible Translators	Pioneer Bible Translators	2023		eBible.org	https://ebible.org/details.php?id=jum			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-jumjum-bible/paperback/product-45ydypd.html	NULL	NULL	NULL	45ydypd	NULL	NULL	NULL	NULL
Holy-Bible---Juray---Juray-Bible	HIN		JUR	ଆଜାଡ଼ି ତଙରନ୍‌	Juray Bible	Juray	Juray	India (Odisha)		font-oriya.css	font-oriya	juy				Creative Commons Attribution 4.0 International, 2018-2026	Creative Commons Attribution 4.0			The Word for the World International	The Word for the World International	2020		eBible.org	https://ebible.org/details.php?id=juy			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-juray-bible/paperback/product-w4k592p.html	NULL	NULL	NULL	w4k592p	NULL	NULL	NULL	NULL
Holy-Bible---Kamano---Kamano-Kafe			KAM	Anumzamofo Ruotage Avontafere	Kamano-Kafe Bible	Kamano-Kafe	Kamano	Papua New Guinea (Eastern Highlands)				kbq				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Tyndale Bible Translators	Tyndale Bible Translators	2022		eBible.org	https://ebible.org/details.php?id=kbq			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kamano-kafe-bible/paperback/product-zm7mkqq.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kamano-kafe-bible-new-testament/paperback/product-nv7vw8v.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kamano-kafe-bible/hardcover/product-9565z26.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kamano-kafe-bible-gospel-primer/paperback/product-p675gyq.html	zm7mkqq	nv7vw8v	9565z26	p675gyq	NULL
Holy-Bible---Kannada---Indian-Revised-Version	HIN		KIV	ಇಂಡಿಯನ್ ರಿವೈಜ್ಡ್ ವರ್ಸನ್	Kannada Indian Revised Version	ಕನ್ನಡ	Kannada	India (Karnataka)		font-kannada.css	font-kannada	kan	kn	kn		Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			Bridge Connectivity Solutions	Bridge Connectivity Solutions	2017, 2019		eBible.org	https://ebible.org/details.php?id=kanirv			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kannada-indian-revised-version/paperback/product-nv9rjgd.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kannada-indian-revised-version-new-testament/paperback/product-845djr4.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kannada-indian-revised-version/hardcover/product-45ydjrn.html	NULL	nv9rjgd	845djr4	45ydjrn	NULL	NULL
Holy-Bible---Kannada---Open-Contemporary	HIN		KOC	ಉಚಿತ ಕನ್ನಡ ಸಮಕಾಲಿಕ ಭಾಷಾಂತರ	Kanada Open Contemporary Bible	ಕನ್ನಡ	Kannada	India (Karnataka)		font-kannada.css	font-kannada	kan	kn	kn		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0, International			Biblica, Inc.	Biblica, Inc.	1999, 2020, 2022	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=kanokcv	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kanada-open-contemporary-bible/paperback/product-zm7mkpq.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kanada-open-contemporary-bible-new-testament/paperback/product-m2m2wpn.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kanada-open-contemporary-bible/hardcover/product-rmzmepn.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kanada-open-contemporary-bible-gospel-primer/paperback/product-2mqr4qm.html	zm7mkpq	m2m2wpn	rmzmepn	2mqr4qm	NULL
Holy-Bible---Kannada---Siddi-Bible	HIN		KSB	ದೆವಾಚಿ ಖರಿ ಖಬರ್	Siddi Bible	ಕನ್ನಡ	Kannada	India (Karnataka)		font-kannada.css	font-kannada	kan	kn	kn		Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			The Word for the World International	The Word for the World South Asia	2024		eBible.org	https://ebible.org/details.php?id=kans			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-siddi-bible/paperback/product-jeymjqq.html	NULL	NULL	NULL	jeymjqq	NULL	NULL	NULL	NULL
Holy-Bible---Kapin---Kapin-Bible			KAP	Kapin Bible	Kapin Bible	Kapin	Kapin	Papua New Guinea (Morobe)				tbx				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Wycliffe Bible Translators	Wycliffe Bible Translators	2025		eBible.org	https://ebible.org/details.php?id=tbx			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kapin-bible/paperback/product-v8yvnyj.html	NULL	NULL	NULL	v8yvnyj	NULL	NULL	NULL	NULL
Holy-Bible---Kara---Kara-Bible			KAB	Kikara Bible	Kara Bible	Kikara	Kara	Tanzania (Lake Victoria)				reg				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Door43 World Missions Community	Door43 World Missions Community	2020		eBible.org	https://ebible.org/details.php?id=reg			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kara-bible/paperback/product-5q484r.html	NULL	NULL	NULL	5q484r	NULL	NULL	NULL	NULL
Holy-Bible---Kiche---Totonicapan			KIT	Ri Kꞌakꞌ Testamento Pa Tzijobꞌal Kꞌicheꞌ	K’iche’ of Totonicapan NT	Qach’abel	K'iche'	Guatemala, Mexico (Chiapas)				quc				Creative Commons Attribution 4.0 International, 2018-2026	Creative Commons Attribution 4.0			Pioneers.org	Pioneers.org	2022		eBible.org	https://ebible.org/details.php?id=quctt			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kiche-of-totonicapan-nt/paperback/product-2m4m5z6.html	NULL	NULL	NULL	2m4m5z6	NULL	NULL	NULL	NULL
Holy-Bible---Kinga---Mahanji-Bible			KMB	Mahanji Bible	Kinga Bible	Mahanji	Kinga	Tanzania (Kinga, Magoma)				zga				Creative Commons Attribution 4.0 International, 2018-2026	Creative Commons Attribution 4.0			Door43 World Missions Community	Door43 World Missions Community	2020		eBible.org	https://ebible.org/details.php?id=zgam			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kinga-bible/paperback/product-44v856.html	NULL	NULL	NULL	44v856	NULL	NULL	NULL	NULL
Holy-Bible---Kisi---Kisi-Bible			KIS	Kese Bible	Kisi Bible	Kese	Kisi	Tanzania				kiz				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Door43 World Missions Community	Door43 World Missions Community	2020		eBible.org	https://ebible.org/details.php?id=kiz			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kisi-bible/paperback/product-d4rdy5.html	NULL	NULL	NULL	d4rdy5	NULL	NULL	NULL	NULL
Holy-Bible---Kituba---Kituba-Bible			KBA	Mambu ya Nzambi	Kituba Bible	Monokutuba	Kituba	Congo, DR Congo, Central Africa creole				mkw				Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			Wycliffe Bible Translators	Wycliffe Bible Translators	2025		eBible.org	https://ebible.org/details.php?id=mkw			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kituba-bible/paperback/product-kv57jwd.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kituba-bible-new-testament/paperback/product-zmyew9w.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kituba-bible/hardcover/product-7kvdjed.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kituba-bible-gospel-primer/paperback/product-2mwdeqn.html	kv57jwd	zmyew9w	7kvdjed	2mwdeqn	NULL
Holy-Bible---Kizalamo---Zaramo-Kizalamo-Bible			KIZ	Bibilia ya Kizalamo	Kizalamo Bible	Zaramo	Kizalamo	Tanzania (Pwani)				zaj				Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			Pioneer Bible Translators	Pioneer Bible Translators	2023		eBible.org	https://ebible.org/details.php?id=zajp			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kizalamo-bible/paperback/product-rm64jzq.html	NULL	NULL	NULL	rm64jzq	NULL	NULL	NULL	NULL
Holy-Bible---Koda---Koda-Bible	HIN		KOD	কড়া অনুবাদ	Koda Bible	কোডা	Koda	India (West Bengal), Bangladesh		font-bengali.css	font-bengali	cdz				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Bridge Connectivity Solutions	Bridge Connectivity Solutions	2024		eBible.org	https://ebible.org/details.php?id=cdz			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-koda-bible/paperback/product-gjynv85.html	NULL	NULL	NULL	gjynv85	NULL	NULL	NULL	NULL
Holy-Bible---Kolami-Southeastern---Kolami-Bible	HIN		KSO	కొత్త కరార్	Southeastern Kolami Bible	కొలామి	Kolami, Southeastern	India (Maharashtra)		font-telugu.css	font-telugu	nit				Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			The Word for the World International	The Word for the World South Asia	2024		eBible.org	https://ebible.org/details.php?id=nit			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-southeastern-kolami-bible/paperback/product-845dj6p.html	NULL	NULL	NULL	845dj6p	NULL	NULL	NULL	NULL
Holy-Bible---Konda-Dora---Konda-Porja-Bible	HIN		KON	ମାପୁରୁଦି ସତ୍‌ ବାକ୍ୟ	Konda-Dhora Bible	କୋଣ୍ଡା	Konda-Dhora	India (Andhra Pradesh, Odisha)		font-oriya.css	font-oriya	kfc				Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			TWFTW.org and Konda Porja Translation Samithi, Dasamanthpur, Odisha	The Word for the World South Asia	2020		eBible.org	https://ebible.org/details.php?id=kfcp			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-konda-dhora-bible/paperback/product-v8y7dvk.html	NULL	NULL	NULL	v8y7dvk	NULL	NULL	NULL	NULL
Holy-Bible---Korean---Korean-1910			KRO	개역성경	Korean 1910 Bible	한국어	Korean	Korea		font-korean.css	font-korean	kor	ko	SKIP		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			William D. Reynolds, Lee Seung Doo, Kim Jung Sam	William D. Reynolds, Lee Seung Doo, Kim Jung Sam	1910		eBible.org	https://ebible.org/details.php?id=kor			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-korean-1910-bible/paperback/product-m2m2qzm.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-korean-1910-bible-new-testament/paperback/product-2m4mjrr.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-korean-1910-bible/hardcover/product-rmzm8rw.html	NULL	m2m2qzm	2m4mjrr	rmzm8rw	NULL	NULL
Holy-Bible---Korean---Korean-Revised-Version			KRE	개역성경	Korean Revised Bible	한국어	Korean	Korea		font-korean.css	font-korean	kor	ko	SKIP		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			KRV Revision Committee	Korean Revised Version	1952, 1961		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=KorRV			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-korean-revised-bible/paperback/product-zm7m4gd.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-korean-revised-bible-new-testament/paperback/product-m2m2q88.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-korean-revised-bible/hardcover/product-7k6kqp7.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-korean-revised-bible-gospel-primer/paperback/product-7ke866y.html	zm7m4gd	m2m2q88	7k6kqp7	7ke866y	NULL
