# File Name: IVERSE.txt
# File Size: 1232809     
# File Date: 02/17/2026 10:46:12
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	REF	TEXT
BIBLE	REFERENCE	TEXT
Holy-Bible---Latin---Clementine-Vulgate-1598	REV-021-002	Apocalypsis 21:2-3	Et ego Joannes vidi sanctam civitatem Jerusalem novam descendentem de cælo a Deo, paratam sicut sponsam ornatam viro suo. Et audivi vocem magnam de throno dicentem: Ecce tabernaculum Dei cum hominibus, et habitabit cum eis. Et ipsi populus ejus erunt, et ipse Deus cum eis erit eorum Deus:
Holy-Bible---Latin---Clementine-Vulgate-1598	HEB-011-008	Hebræos 11:8	Fide qui vocatur Abraham obedivit in locum exire, quem accepturus erat in hæreditatem: et exiit, nesciens quo iret.
Holy-Bible---Latin---Clementine-Vulgate-1598	EXO-013-017	Exodus 13:17	Igitur cum emisisset Pharao populum, non eos duxit Deus per viam terræ Philisthiim quæ vicina est: reputans ne forte pœniteret eum, si vidisset adversum se bella consurgere, et reverteretur in Ægyptum.
Holy-Bible---Latin---Clementine-Vulgate-1598	MAR-010-045	Marcum 10:45	Nam et Filius hominis non venit ut ministraretur ei, sed ut ministraret, et daret animam suam redemptionem pro multis.
Holy-Bible---Latin---Clementine-Vulgate-1598	ROM-001-001	Romanos 1:1	Paulus, servus Jesu Christi, vocatus Apostolus, segregatus in Evangelium Dei,
Holy-Bible---Latin---Clementine-Vulgate-1598	MAT-028-019	Mattheum 28:19	euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus Sancti:
Holy-Bible---Latin---Clementine-Vulgate-Conte	JOH-003-016	Iohannem 3:16	Sic enim Deus dilexit mundum, ut Filium suum unigenitum daret: ut omnis, qui credit in eum, non pereat, sed habeat vitam æternam.
Holy-Bible---Latin---Clementine-Vulgate-Conte	GEN-003-024	Genesis 3:24	Eiecitque Adam: et collocavit ante paradisum voluptatis Cherubim, et flammeum gladium, atque versatilem, ad custodiendam viam ligni vitæ.
Holy-Bible---Latin---Clementine-Vulgate-Conte	LUK-023-034	Lucam 23:34	Iesus autem dicebat: Pater, dimitte illis: non enim sciunt quid faciunt. Dividentes vero vestimenta eius, miserunt sortes.
Holy-Bible---Latin---Clementine-Vulgate-Conte	REV-021-002	Apocalypsis 21:2-3	Et ego Ioannes vidi sanctam civitatem Ierusalem novam descendentem de cælo a Deo, paratam, sicut sponsam ornatam viro suo. Et audivi vocem magnam de throno dicentem: Ecce tabernaculum Dei cum hominibus, et habitabit cum eis. Et ipsi populus eius erunt, et ipse Deus cum eis erit eorum Deus:
Holy-Bible---Latin---Clementine-Vulgate-Conte	HEB-011-008	Hebræos 11:8	Fide qui vocatur Abraham obedivit in locum exire, quem accepturus erat in hereditatem: et exiit, nesciens quo iret.
Holy-Bible---Latin---Clementine-Vulgate-Conte	EXO-013-017	Exodus 13:17	Igitur cum emisisset Pharao populum, non eos duxit Deus per viam Terræ Philisthiim quæ vicina est: reputans ne forte pœniteret eum, si vidisset adversum se bella consurgere, et reverteretur in Ægyptum.
Holy-Bible---Latin---Clementine-Vulgate-Conte	MAR-010-045	Marcum 10:45	Nam et Filius hominis non venit ut ministraretur ei, sed ut ministraret, et daret animam suam redemptionem pro multis.
Holy-Bible---Latin---Clementine-Vulgate-Conte	ROM-001-001	Romanos 1:1	Paulus, servus Iesu Christi, vocatus Apostolus, segregatus in Evangelium Dei,
Holy-Bible---Latin---Clementine-Vulgate-Conte	MAT-028-019	Mattheum 28:19	Euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus Sancti:
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	JOH-003-016	Iohannem 3:16	Sic enim Deus dilexit mundum, ut Filium suum unigenitum daret: ut omnis, qui credit in eum, non pereat, sed habeat vitam æternam.
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	GEN-003-024	Genesis 3:24	Eiecitque Adam: et collocavit ante paradisum voluptatis Cherubim, et flammeum gladium, atque versatilem, ad custodiendam viam ligni vitæ.
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	LUK-023-034	Lucam 23:34	Iesus autem dicebat: Pater, dimitte illis: non enim sciunt quid faciunt. Dividentes vero vestimenta eius, miserunt sortes.
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	REV-021-002	Apocalypsis 21:2-3	Et ego Ioannes vidi sanctam civitatem Ierusalem novam descendentem de cælo a Deo, paratam, sicut sponsam ornatam viro suo. Et audivi vocem magnam de throno dicentem: Ecce tabernaculum Dei cum hominibus, et habitabit cum eis. Et ipsi populus eius erunt, et ipse Deus cum eis erit eorum Deus:
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	HEB-011-008	Hebræos 11:8	Fide qui vocatur Abraham obedivit in locum exire, quem accepturus erat in hereditatem: et exiit, nesciens quo iret.
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	EXO-013-017	Exodus 13:17	Igitur cum emisisset Pharao populum, non eos duxit Deus per viam Terræ Philisthiim quæ vicina est: reputans ne forte pœniteret eum, si vidisset adversum se bella consurgere, et reverteretur in Ægyptum.
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	MAR-010-045	Marcum 10:45	Nam et Filius hominis non venit ut ministraretur ei, sed ut ministraret, et daret animam suam redemptionem pro multis.
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	ROM-001-001	Romanos 1:1	Paulus, servus Iesu Christi, vocatus Apostolus, segregatus in Evangelium Dei,
Holy-Bible---Latin---Clementine-Vulgate-Hetzenauer	MAT-028-019	Mattheum 28:19	euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus sancti:
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	JOH-003-016	Iohannem 3:16	Sic enim Deus dilexit mundum, ut Filium suum unigenitum daret: ut omnis qui credit in eum, non pereat, sed habeat vitam æternam.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	GEN-003-024	Genesis 3:24	Ejecitque Adam: et collocavit ante paradisum voluptatis cherubim, et flammeum gladium, atque versatilem, ad custodiendam viam ligni vitæ.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	LUK-023-034	Lucam 23:34	Jesus autem dicebat: Pater, dimitte illis: non enim sciunt quid faciunt. Dividentes vero vestimenta ejus, miserunt sortes.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	REV-021-002	Apocalypsis 21:2-3	Et ego Joannes vidi sanctam civitatem Jerusalem novam descendentem de cælo a Deo, paratam sicut sponsam ornatam viro suo. Et audivi vocem magnam de throno dicentem: Ecce tabernaculum Dei cum hominibus, et habitabit cum eis. Et ipsi populus ejus erunt, et ipse Deus cum eis erit eorum Deus:
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	HEB-011-008	Hebræos 11:8	Fide qui vocatur Abraham obedivit in locum exire, quem accepturus erat in hæreditatem: et exiit, nesciens quo iret.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	EXO-013-017	Exodus 13:17	Igitur cum emisisset Pharao populum, non eos duxit Deus per viam terræ Philisthiim quæ vicina est: reputans ne forte pœniteret eum, si vidisset adversum se bella consurgere, et reverteretur in Ægyptum.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	MAR-010-045	Marcum 10:45	Nam et Filius hominis non venit ut ministraretur ei, sed ut ministraret, et daret animam suam redemptionem pro multis.
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	ROM-001-001	Romanos 1:1	Paulus, servus Jesu Christi, vocatus Apostolus, segregatus in Evangelium Dei,
Holy-Bible---Latin---Clementine-Vulgate-Tweedale	MAT-028-019	Mattheum 28:19	euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus Sancti:
Holy-Bible---Latin---Vulgata-Sistina	JOH-003-016	Iohannem 3:16	Sic enim Deus dilexit mundum, ut Filium suum unigenitum daret: ut omnis, qui credit in eum, non pereat, sed habeat vitam aeternam.
Holy-Bible---Latin---Vulgata-Sistina	GEN-003-024	Genesis 3:24	Eiecitque Adam: et collocavit ante paradisum voluptatis Cherubim, et flammeum gladium, atque versatilem, ad custodiendam viam ligni vitae.
Holy-Bible---Latin---Vulgata-Sistina	LUK-023-034	Lucam 23:34	Iesus autem dicebat: Pater, dimitte illis: non enim sciunt quid faciunt. Dividentes vero vestimenta eius, miserunt sortes.
Holy-Bible---Latin---Vulgata-Sistina	REV-021-002	Apocalypsis 21:2-3	Et ego Ioannes vidi sanctam civitatem Ierusalem novam descendentem de caelo, a Deo paratam, sicut sponsam ornatam viro suo. Et audivi vocem magnam de throno dicentem: Ecce tabernaculum Dei cum hominibus, et habitabit cum eis. Et ipsi populus eius erunt, et ipse Deus cum eis erit eorum Deus:
Holy-Bible---Latin---Vulgata-Sistina	HEB-011-008	Hebræos 11:8	Fide qui vocatur Abraham obedivit in locum exire, quem accepturus erat in hereditatem: et exiit, nesciens quo iret.
Holy-Bible---Latin---Vulgata-Sistina	EXO-013-017	Exodus 13:17	Igitur cum emisisset Pharao populum, non eos duxit Dominus per viam Terrae Philisthiim quae vicina est: reputans ne forte poeniteret eum, si vidisset adversum se bella consurgere, et reverteretur in Aegyptum.
Holy-Bible---Latin---Vulgata-Sistina	MAR-010-045	Marcum 10:45	Nam et Filius hominis non venit ut ministraretur ei, sed ut ministraret, et daret animam suam redemptionem pro multis.
Holy-Bible---Latin---Vulgata-Sistina	ROM-001-001	Romanos 1:1	Paulus, servus Iesu Christi, vocatus Apostolus, segregatus in Evangelium Dei,
Holy-Bible---Latin---Vulgata-Sistina	MAT-028-019	Mattheum 28:19	euntes ergo docete omnes gentes: baptizantes eos in nomine Patris, et Filii, et Spiritus sancti:
Holy-Bible---Latin---Vulgate-Jerome	JOH-003-016	Iohannem 3:16	sic enim dilexit Deus mundum ut Filium suum unigenitum daret ut omnis qui credit in eum non pereat sed habeat vitam aeternam
Holy-Bible---Latin---Vulgate-Jerome	GEN-003-024	Genesis 3:24	eiecitque Adam et conlocavit ante paradisum voluptatis cherubin et flammeum gladium atque versatilem ad custodiendam viam ligni vitae
Holy-Bible---Latin---Vulgate-Jerome	LUK-023-034	Lucam 23:34	Iesus autem dicebat Pater dimitte illis non enim sciunt quid faciunt dividentes vero vestimenta eius miserunt sortes
Holy-Bible---Latin---Vulgate-Jerome	REV-021-002	Apocalypsis 21:2-3	et civitatem sanctam Hierusalem novam vidi descendentem de caelo a Deo paratam sicut sponsam ornatam viro suo et audivi vocem magnam de throno dicentem ecce tabernaculum Dei cum hominibus et habitabit cum eis et ipsi populus eius erunt et ipse Deus cum eis erit eorum Deus
Holy-Bible---Latin---Vulgate-Jerome	HEB-011-008	Hebræos 11:8	fide qui vocatur Abraham oboedivit in locum exire quem accepturus erat in hereditatem et exiit nesciens quo iret
Holy-Bible---Latin---Vulgate-Jerome	EXO-013-017	Exodus 13:17	igitur cum emisisset Pharao populum non eos duxit Dominus per viam terrae Philisthim quae vicina est reputans ne forte paeniteret eum si vidisset adversum se bella consurgere et reverteretur in Aegyptum
Holy-Bible---Latin---Vulgate-Jerome	MAR-010-045	Marcum 10:45	nam et Filius hominis non venit ut ministraretur ei sed ut ministraret et daret animam suam redemptionem pro multis
Holy-Bible---Latin---Vulgate-Jerome	ROM-001-001	Romanos 1:1	Paulus servus Christi Iesu vocatus apostolus segregatus in evangelium Dei
Holy-Bible---Latin---Vulgate-Jerome	MAT-028-019	Mattheum 28:19	euntes ergo docete omnes gentes baptizantes eos in nomine Patris et Filii et Spiritus Sancti
Holy-Bible---Latvian---Latvian-Gluck-Bible	JOH-003-016	Jāņa Evaņg̒elijs 3:16	Jo tik ļoti Dievs pasauli mīlējis, ka Viņš Savu vienpiedzimušo Dēlu devis, ka visiem tiem, kas tic uz Viņu, nebūs pazust, bet dabūt mūžīgu dzīvošanu.
Holy-Bible---Latvian---Latvian-Gluck-Bible	GEN-003-024	Pirmā Mozus 3:24	Un Viņš izmeta cilvēku un lika Ēdenes dārzam pret rītiem ķerubus un cērtama zobena liesmu, lai sargātu ceļu uz dzīvības koku.
Holy-Bible---Latvian---Latvian-Gluck-Bible	LUK-023-034	Lūkas Evaņg̒elijs 23:34	Bet Jēzus sacīja: “Tēvs, piedod tiem, jo tie nezina, ko tie dara.” Un tie, Viņa drēbes dalīdami, kauliņus par tām meta.
Holy-Bible---Latvian---Latvian-Gluck-Bible	REV-021-002	Jaņa Atklāsmes Grāmata 21:2-3	Un es, Jānis, redzēju to svēto pilsētu, to jauno Jeruzālemi, no Dieva nokāpjam no debesīm, sataisītu kā savam vīram izgreznotu brūti. Un es dzirdēju lielu balsi no debesīm sakām: redzi, tas Dieva dzīvoklis pie cilvēkiem, un Viņš mājos pie tiem un tie būs Viņa ļaudis, un Dievs pats būs pie tiem, viņiem par Dievu.
Holy-Bible---Latvian---Latvian-Gluck-Bible	HEB-011-008	Vēstule Ebrējiem 11:8	Caur ticību Ābrahāms aicināts ir paklausījis un izgājis uz to vietu, ko tam bija mantot, un viņš ir izgājis, nezinādams, kur nonākšot.
Holy-Bible---Latvian---Latvian-Gluck-Bible	EXO-013-017	Otra Mozus 13:17	Un kad Faraons tos ļaudis bija atlaidis, tad Dievs tos nevadīja pa Fīlistu zemes ceļu, jebšu tas bija īsāks, jo Dievs sacīja: lai tiem ļaudīm nepaliek žēl, kad tie redz karu, un lai tie atkal negriežās atpakaļ uz Ēģiptes zemi.
Holy-Bible---Latvian---Latvian-Gluck-Bible	MAR-010-045	Marka Evaņg̒elijs 10:45	Jo arī Tas Cilvēka Dēls nav nācis, ka Viņam taptu kalpots, bet ka Viņš kalpotu un Savu dzīvību dotu par atpirkšanas maksu priekš daudziem.”
Holy-Bible---Latvian---Latvian-Gluck-Bible	ROM-001-001	Pāvilavēstulē Romiešiem 1:1	Pāvils, Jēzus Kristus kalps, aicināts par apustuli, izvēlēts, sludināt Dieva evaņģēliju,
Holy-Bible---Latvian---Latvian-Gluck-Bible	MAT-028-019	Mateja Evaņg̒elijs 28:19	Tāpēc ejiet un dariet par mācekļiem visus ļaudis, tos kristīdami Tā Tēva un Tā Dēla un Tā Svētā Gara vārdā,
Holy-Bible---Lingala---Lingala-Bible	JOH-003-016	Yoane 3:16	Pamba te Nzambe alingaki mokili mingi penza, yango wana apesaki Mwana na Ye se moko, mpo ete moto nyonso oyo akondima Ye akufa te kasi azwa bomoi ya seko.
Holy-Bible---Lingala---Lingala-Bible	GEN-003-024	Ebandeli 3:24	Sima na kobengana moto, atiaki basheribe, na ngambo ya este ya elanga ya Edeni, na mopanga ya moto oyo ezalaki kobaluka bipai na bipai mpo na kobatela nzela ya nzete ya bomoi.
Holy-Bible---Lingala---Lingala-Bible	LUK-023-034	Luka 23:34	Yesu alobaki: — Tata, limbisa bango mpo ete bayebi te makambo oyo bazali kosala. Mpe bakabolaki bilamba na Ye, na kobeta zeke.
Holy-Bible---Lingala---Lingala-Bible	REV-021-002	Emoniseli 21:2-3	Namonaki engumba ya bule, Yelusalemi ya sika, kokita wuta na Lola epai ya Nzambe. Ebongisamaki lokola mwasi mobandami ya libala oyo asali monzele mpo na mobali na ye. Nayokaki mongongo moko ya monene kobima wuta na Kiti ya Bokonzi mpe ezalaki koloba: «Botala, Nzambe atie evandelo na Ye kati na bato mpe akovanda elongo na bango. Bakozala bato na Ye, Ye moko Nzambe akozala elongo na bango mpe akozala Nzambe na bango.
Holy-Bible---Lingala---Lingala-Bible	HEB-011-008	Ba-Ebre 11:8	Mpo na kondima, Abrayami atosaki Nzambe oyo abengaki ye mpe atindaki ye kokende na mokili oyo asengelaki kozwa na sima lokola libula. Atosaki mpe akendeki atako ayebaki te epai azalaki kokende.
Holy-Bible---Lingala---Lingala-Bible	EXO-013-017	Kobima 13:17	Tango Faraon atikaki bana ya Isalaele kokende, Nzambe amemaki bango te na nzela ya mboka ya Filisitia atako yango nde ezalaki mokuse, pamba te Nzambe amilobelaki: «Soki bakutani na bitumba, bakoyoka mawa na ndenge babimaki na Ejipito mpe bakoluka kozonga kuna.»
Holy-Bible---Lingala---Lingala-Bible	MAR-010-045	Malako 10:45	Pamba te Mwana na Moto ayaki te mpo ete basalela Ye, kasi ayaki nde kosala mpo na bato mpe kopesa bomoi na Ye lokola motuya ya kofuta mpo na kosikola bato ebele.
Holy-Bible---Lingala---Lingala-Bible	ROM-001-001	Barome 1:1	Polo, mowumbu ya Yesu-Klisto, oyo abengama mpo ete azala ntoma mpe aponama mpo na kosakola Sango Malamu ya Nzambe,
Holy-Bible---Lingala---Lingala-Bible	MAT-028-019	Matayo 28:19	Bokende, bokomisa bato ya bikolo nyonso bayekoli na Ngai, bobatisa bango na Kombo ya Tata, ya Mwana mpe ya Molimo Mosantu;
Holy-Bible---Lithuanian---Believers-Heritage	JOH-003-016	Jono 3:16	Nes Dievas taip mylėjo pasaulį, jog davė savo viengimį Sūnų, kad kiekvienas, kuris juo tiki, nepražūtų, bet turėtų amžiną gyvenimą.
Holy-Bible---Lithuanian---Believers-Heritage	GEN-003-024		
Holy-Bible---Lithuanian---Believers-Heritage	LUK-023-034		
Holy-Bible---Lithuanian---Believers-Heritage	REV-021-002		 
Holy-Bible---Lithuanian---Believers-Heritage	HEB-011-008		
Holy-Bible---Lithuanian---Believers-Heritage	EXO-013-017		
Holy-Bible---Lithuanian---Believers-Heritage	MAR-010-045		
Holy-Bible---Lithuanian---Believers-Heritage	ROM-001-001	Romiečiams 1:1	Paulius, Jėzaus Kristaus tarnas, pašauktas apaštalas, išskirtas Dievo evangelijai,
Holy-Bible---Lithuanian---Believers-Heritage	MAT-028-019		
Holy-Bible---Lithuanian---Open-Lithuanian-Bible	JOH-003-016		
Holy-Bible---Lithuanian---Open-Lithuanian-Bible	GEN-003-024		
Holy-Bible---Lithuanian---Open-Lithuanian-Bible	LUK-023-034	Luke 23:34	„Tėve, atleisk šiems žmonėms, nes jie nežino, ką daro“, – Jėzus meldėsi. O kareiviai lošė iš jo drabužių, mėtydami kauliuką dėl kiekvieno daikto.
Holy-Bible---Lithuanian---Open-Lithuanian-Bible	REV-021-002		 
Holy-Bible---Lithuanian---Open-Lithuanian-Bible	HEB-011-008		
Holy-Bible---Lithuanian---Open-Lithuanian-Bible	EXO-013-017		
Holy-Bible---Lithuanian---Open-Lithuanian-Bible	MAR-010-045		
Holy-Bible---Lithuanian---Open-Lithuanian-Bible	ROM-001-001		
Holy-Bible---Lithuanian---Open-Lithuanian-Bible	MAT-028-019		
Holy-Bible---Lodhi---Lodhi-Bible	JOH-003-016	यूहन्ना 3:16	“कहालीकि परमेश्वर न जगत सी असो प्रेम करयो कि ओन अपनो एकलौतो टुरा दे दियो, ताकि जो कोयी ओको पर विश्वास करेंन त ऊ नाश नहीं होयेंन, पर अनन्त जीवन ख प्राप्त करेंन।
Holy-Bible---Lodhi---Lodhi-Bible	GEN-003-024	उत्पत्ति 3:24	ओन आदम ख निकाल दियो, ओन जीवन को झाड़ को तरफ जान वालो रस्ता की देखभाल करन लायी अदन को बगीचा की पूर्व दिशा म करूबों अऊर जीन्दो प्रानियों अऊर एक धधकती तलवार ख नियुक्त करयो।
Holy-Bible---Lodhi---Lodhi-Bible	LUK-023-034	लूका 23:34	तब यीशु न कह्यो, “हे बाप, इन्क माफ कर, कहालीकि हि जानय नहीं कि का कर रह्यो हंय।” अऊर उन्न चिट्ठी डाल क ओको कपड़ा बाट लियो।
Holy-Bible---Lodhi---Lodhi-Bible	REV-021-002	प्रकाशितवाक्य 21:2-3	फिर मय न पवित्र नगर नयो यरूशलेम ख स्वर्ग सी परमेश्वर को जवर सी उतरतो देख्यो। ऊ नगरी ख जो दुल्हिन को समान होती जो अपनो पति लायी सिंगार करयो होना। फिर मय न सिंहासन म सी कोयी ख ऊचो आवाज सी यो कहतो हुयो सुन्यो, “देखो, अब परमेश्वर को घर आदमियों को बीच म हय। अऊर ऊ उन्को संग रहेंन, अऊर हि ओको लोग होयेंन। अऊर परमेश्वर खुद उन्को संग रहेंन अऊर उन्को परमेश्वर होयेंन।
Holy-Bible---Lodhi---Lodhi-Bible	HEB-011-008	इब्रानियों 11:8	विश्वास सीच परमेश्वर न अब्राहम ख बुलायो त आज्ञा मान क असी जागा निकल गयो जेकी परमेश्वर न प्रतिज्ञा करी होती; अऊर यो नहीं जानत होतो कि ऊ कित जाय रह्यो हय, फिर भी अपनो देश छोड़ दियो।
Holy-Bible---Lodhi---Lodhi-Bible	EXO-013-017	निर्गमन 13:17	जब फिरौन राजा न लोगों ख जान की आज्ञा दे दी, परमेश्वर उन्ख पलिश्ती देश म होय क जो रस्ता जावय हय ऊ छोटो होतो; तब भी परमेश्वर न यो सोच्यो कि उन्ख ऊ रस्ता सी नहीं ले गयो कि कहीं असो नहीं होय कि जब हि लोग लड़ाई देखे तब पछताय क मिस्र देश वापस लौट जाय।
Holy-Bible---Lodhi---Lodhi-Bible	MAR-010-045	मरकुस 10:45	कहालीकि मय आदमी को बेटा येकोलायी नहीं आयो कि अपनी सेवा करावन, बल्की दूसरों कि सेवा करन, अऊर लोगों को पापों की कीमत चुकावन लायी अपनो जीवन देन आयो होतो।”
Holy-Bible---Lodhi---Lodhi-Bible	ROM-001-001	रोमियों 1:1	पौलुस को तरफ सी जो यीशु मसीह को सेवक हय, अऊर जेख परमेश्वर न प्रेरित होन लायी बुलायो गयो, अऊर परमेश्वर को ऊ सुसमाचार लायी अलग करयो गयो।
